Source,Record_ID,Company_Sponsor,Sponsor_Class,Country,Product_Name,Target_Disease,Disease_Area,Cell_Type,Gene_Target,Stage,Status,Start_Date,Source_URL,Notes
ClinicalTrials.gov,NCT04326985,Chinese University of Hong Kong,OTHER,Hong Kong,Autologous Mesenchymal Stem Cells Treatment (MSCs); Hyaluronic acid (HA),"Osteoarthritis, Knee",Orthopedic / Musculoskeletal,Mesenchymal Stem Cell (MSC),,Early Phase 1,COMPLETED,2015-01-31,https://clinicaltrials.gov/study/NCT04326985,RCT Mesenchymal Stem Cells Versus Hyaluronic Acid in OA Knee):
ClinicalTrials.gov,NCT01629511,M.D. Anderson Cancer Center,OTHER,United States,Allogeneic Hematopoietic Stem Cell Transplantation; Anti-Thymocyte Globulin; Busulfan; Clofarabine; Filgrastim; Gemcitabine; Methotrexate; Tacrolimus,Allogeneic Hematopoietic Stem Cell Transplantation Recipient; Chronic Lymphocytic Leukemia; Prolymphocytic Leukemia; Richter Syndrome,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,TERMINATED,2012-11-21,https://clinicaltrials.gov/study/NCT01629511,Allogeneic Stem Cell Transplant for CLL
ClinicalTrials.gov,NCT06620809,Tongji Hospital,OTHER,China,Extracellular vesicles derived from human-induced neural stem cells for intrathecal injection; A placebo of extracellular vesicles derived from human-induced neural stem cells for intrathecal injection,Neuromyelitis Optica Spectrum Disorders,Neurological,Neural Stem Cell,,Phase 1,RECRUITING,2025-03-28,https://clinicaltrials.gov/study/NCT06620809,The Safety and Efficacy of NouvSoma001 in Neuromyelitis Optica Spectrum Disorders
ClinicalTrials.gov,NCT02749448,Dr. Mostafa Ghanei,OTHER,,mesenchymal stem cell,Pulmonary Disease,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1,UNKNOWN,2015-02,https://clinicaltrials.gov/study/NCT02749448,Mesenchymal Stem Cells Therapy for Treatment of Airway Remodeling in Mustard Patients
ClinicalTrials.gov,NCT01399749,Fundacion para la Investigacion Biomedica del Hospital Universitario la Paz,OTHER,Spain,Implantation of autologous cells,Articular Cartilage Lesion of the Femoral Condyle,Orthopedic / Musculoskeletal,Mesenchymal Stem Cell (MSC),,Phase 1/2,UNKNOWN,2011-09,https://clinicaltrials.gov/study/NCT01399749,Autologous Mesenchymal Stem Cells vs. Chondrocytes for the Repair of Chondral Knee Defects
ClinicalTrials.gov,NCT00209222,European Mantle Cell Lymphoma Network,OTHER,France; Germany; Poland,Rituximab; Cyclophosphamide; Doxorubicin; Vincristine; Prednisone; Cisplatinum; Ara-C; Dexamethasone; BCNU; Melphalan; Etoposide; G-CSF; chemotherapy: R-CHOP; chemotherapy: R-DHAP; chemotherapy: Dexa-BEAM; stem cell harvest; total body irradiation; high-dose chemotherapy: Cyclophosphamide; high-dose chemotherapy: Ara-C /Melphalan,"Lymphoma, Mantle-Cell",Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 3,UNKNOWN,2004-07,https://clinicaltrials.gov/study/NCT00209222,Efficacy of R-CHOP vs R-CHOP/R-DHAP in Untreated MCL
ClinicalTrials.gov,NCT00002819,Gynecologic Oncology Group,NETWORK,United States,carboplatin; cyclophosphamide; mitoxantrone hydrochloride; paclitaxel; autologous bone marrow transplantation; peripheral blood stem cell transplantation,Ovarian Cancer,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 3,TERMINATED,1996-11,https://clinicaltrials.gov/study/NCT00002819,Chemotherapy With or Without Peripheral Stem Cell Transplantation in Treating Patients With Persistent Ovarian Epithelial Cancer
ClinicalTrials.gov,NCT01163201,"Masonic Cancer Center, University of Minnesota",OTHER,United States,Treg cells; CD3+ Teff cells; Fludarabine; Cyclophosphamide; Total body irradiation; Umbilical cord blood transplantation,"Hematologic Malignancy; Acute Myeloid Leukemia; Acute Lymphocytic Leukemia; Chronic Myelogenous Leukemia in Blast Crisis; Anemia, Refractory, With Excess of Blasts; Chronic Myeloproliferative Disease; Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma; Marginal Zone B-cell Lymphoma; Follicular Lymphoma; Lymphoplasmacytic Lymphoma; Mantle-Cell Lymphoma; Prolymphocytic Lymphoma; Large Cell Non-Hodgkin's Lymphoma; Lymphoblastic Lymphoma; Burkitt's Lymphoma; High Grade Non-Hodgkin's Lymphoma",Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,WITHDRAWN,2014-01,https://clinicaltrials.gov/study/NCT01163201,T-Regulatory Cell and CD3 Depleted Double Umbilical Cord Blood Transplantation in Hematologic Malignancies
ClinicalTrials.gov,NCT04738981,Peking University People's Hospital,OTHER,China,UC-MSC; Anti-CD25 mAb,Graft Vs Host Disease,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 3,COMPLETED,2021-02-01,https://clinicaltrials.gov/study/NCT04738981,Efficacy and Safety of UC-MSCs for the Treatment of Steroid-resistant aGVHD Following Allo-HSCT
ClinicalTrials.gov,NCT00002945,Roswell Park Cancer Institute,OTHER,United States,aldesleukin; filgrastim; cyclophosphamide; cytarabine; etoposide; idarubicin; melphalan; peripheral blood stem cell transplantation; radiation therapy,Leukemia,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 3,COMPLETED,1996-12,https://clinicaltrials.gov/study/NCT00002945,"High Dose Chemotherapy, Peripheral Stem Cell Transplantation, and Interleukin-2 in Treating Patients With Acute Myeloid Leukemia"
ClinicalTrials.gov,NCT02569775,Vinmec Healthcare System,OTHER,Vietnam,Autologous Bone Marrow Mononuclear Cells,Cerebral Palsy,Neurological,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2014-04,https://clinicaltrials.gov/study/NCT02569775,Outcomes of Stem Cells for Cerebral Palsy
ClinicalTrials.gov,NCT00003101,Memorial Sloan Kettering Cancer Center,OTHER,United States; Canada,filgrastim; busulfan; lomustine; procarbazine hydrochloride; thiotepa; vincristine sulfate; autologous bone marrow transplantation; peripheral blood stem cell transplantation,Brain and Central Nervous System Tumors,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,1997-08,https://clinicaltrials.gov/study/NCT00003101,Combination Chemotherapy and Bone Marrow Transplantation or Peripheral Stem Cell Transplantation in Treating Patients With Oligodendroglioma
ClinicalTrials.gov,NCT00230035,National Institute of Allergy and Infectious Diseases (NIAID),NIH,United States,Leukapheresis; Non-myeloablative high dose immunosuppressive therapy conditioning (HDIT); Autologous CD34+HPC transplantation (HSCT); Plasmapheresis; Rabbit anti-thymocyte globulin; Methylprednisolone; Growth colony stimulating factor (G-CSF); Corticosteroids; Mycophenolate mofetil; Azathioprine; Intravenous immunoglobulin; Methotrexate; Rituximab; Leflunomide,Systemic Lupus Erythematosus,Autoimmune / Inflammatory,Cord Blood / HSC,,Phase 2,WITHDRAWN,2005-09,https://clinicaltrials.gov/study/NCT00230035,Lupus Immunosuppressive/Immunomodulatory Therapy or Stem Cell Transplant (LIST)
ClinicalTrials.gov,NCT05632380,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,China,Autologous hematopoietic stem cell transplantation; C-CAR088,Multiple Myeloma,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,RECRUITING,2022-07-14,https://clinicaltrials.gov/study/NCT05632380,ASCT in Combination With C-CAR088 for Treating Patients With Ultra High-risk Multiple Myeloma (MM)
ClinicalTrials.gov,NCT00382759,Azienda Ospedaliera San Giovanni Battista,OTHER,Italy,stem cell transplant,Hematological Malignancies,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2/3,COMPLETED,2000-03,https://clinicaltrials.gov/study/NCT00382759,Nonmyeloablative Stem Cell Transplant in Elderly
ClinicalTrials.gov,NCT05147688,The Foundation for Orthopaedics and Regenerative Medicine,OTHER,Antigua and Barbuda,AlloRx,Pulmonary Disease; Asthma; Chronic Obstructive Pulmonary Disease,Respiratory,Mesenchymal Stem Cell (MSC),,Phase 1,RECRUITING,2021-12-01,https://clinicaltrials.gov/study/NCT05147688,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Pulmonary Diseases
ClinicalTrials.gov,NCT01595776,Fondazione IRCCS Policlinico San Matteo di Pavia,OTHER,Italy,Endothelial progenitor cells intramuscular implant,Critical Limb Ischemia,Cardiovascular,Progenitor Cell,,Phase 1/2,COMPLETED,2009-01,https://clinicaltrials.gov/study/NCT01595776,Autologous Endothelial Progenitor Cells (EPCs) From Peripheral Blood in the Treatment of Critical Limb Ischemia
ClinicalTrials.gov,NCT03366324,"Wuhan Sian Medical Technology Co., Ltd",INDUSTRY,China,Second generation CAR-T cells; Hematological stem cell transplantation,Acute Lymphoblastic Leukemia; B Cell Lymphoma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),CD19 CAR,Phase 1/2,UNKNOWN,2016-05-01,https://clinicaltrials.gov/study/NCT03366324,Anti-CD19 CAR-T Therapy Combine With HSCT to Treat MRD+ B-cell Malignancies
ClinicalTrials.gov,NCT05935423,Indonesia University,OTHER,Indonesia,Umbilical Cord Mesenchymal Stem Cell transplantation,ST Elevation Myocardial Infarction,Cardiovascular,Mesenchymal Stem Cell (MSC),,Phase 3,UNKNOWN,2023-07,https://clinicaltrials.gov/study/NCT05935423,Umbilical Cord Mesenchymal Stem Cell Improve Cardiac Function on ST-elevation Myocardial Infarction (STEMI) Patients
ClinicalTrials.gov,NCT01763086,"Nanfang Hospital, Southern Medical University",OTHER,China,Mesenchymal stem cells,"Stem Cell Transplantation, Hematopoietic; Mesenchymal Stem Cells; Poor Graft Function; Hematological Diseases",Other / Unclassified,Cord Blood / HSC,,Phase 2,UNKNOWN,2013-01,https://clinicaltrials.gov/study/NCT01763086,Mesenchymal Stem Cells for Treatment of Poor Graft Function After Allogeneic Hematopoietic Stem Cell Transplant
ClinicalTrials.gov,NCT00564759,Johann Wolfgang Goethe University Hospital,OTHER,Germany,retroviral SF71-gp91phox transduced CD34+ cells,"Granulomatous Disease, Chronic",Immunodeficiency / Genetic Metabolic Disorder,Cord Blood / HSC,,Phase 1/2,UNKNOWN,2004-01,https://clinicaltrials.gov/study/NCT00564759,Gene Therapy for Chronic Granulomatous Disease
ClinicalTrials.gov,NCT04785027,Guangdong Provincial Hospital of Traditional Chinese Medicine,OTHER,China,PSORI-CM01 formula; Gu Ben Hua Yu formula; adipose-derived multipotent mesenchymal stem cells,Traditional Chinese Medicine; Drug Effect; Drug Safety; Psoriasis; Mesenchymal Stromal Cells,Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Phase 1/2,UNKNOWN,2021-03-17,https://clinicaltrials.gov/study/NCT04785027,Comparison of PSORI-CM01 Formula vs Gu Ben Hua Yu Formula Combined With AD-MSCs in Psoriasis
ClinicalTrials.gov,NCT01664910,M.D. Anderson Cancer Center,OTHER,United States,Allogeneic Bone Marrow Transplantation; Allogeneic Hematopoietic Stem Cell Transplantation; Anti-Thymocyte Globulin; Bendamustine Hydrochloride; Fludarabine Phosphate; Inotuzumab Ozogamicin; Methotrexate; Peripheral Blood Stem Cell Transplantation; Rituximab; Tacrolimus,Hematopoietic and Lymphoid Cell Neoplasm,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,COMPLETED,2012-10-29,https://clinicaltrials.gov/study/NCT01664910,CMC-544 and Allogeneic Transplantation for CD22 Positive-Lymphoid Malignancies
ClinicalTrials.gov,NCT07313020,Soochow University,OTHER,China,Human Umbilical Cord-derived Mesenchymal Stromal Cells (hUC-MSCs); Ferumoxytol (SPIO) Solution for Injection (Placebo),Knee Arthritis Osteoarthritis,Orthopedic / Musculoskeletal,Mesenchymal Stem Cell (MSC),,Early Phase 1,ENROLLING_BY_INVITATION,2025-12-16,https://clinicaltrials.gov/study/NCT07313020,Handheld MPI Imaging to Track Stem Cells in Osteoarthritis
ClinicalTrials.gov,NCT00242996,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,OTHER,United States,filgrastim; rituximab; sargramostim; carmustine; cyclophosphamide; etoposide; adjuvant therapy; bone marrow ablation with stem cell support; peripheral blood stem cell transplantation,Lymphoma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2004-03,https://clinicaltrials.gov/study/NCT00242996,"Rituximab, Cyclophosphamide, and G-CSF Followed By Combination Chemotherapy in Treating Patients Who Are Undergoing Autologous Stem Cell Transplant Followed By Rituximab and GM-CSF for Refractory Diffuse Large B-Cell Lymphoma"
ClinicalTrials.gov,NCT03268603,Mayo Clinic,OTHER,United States,Autologous Adipose-derived Mesenchymal Stromal Cells,ALS; Amyotrophic Lateral Sclerosis,Neurological,Mesenchymal Stem Cell (MSC),,Phase 2,ACTIVE_NOT_RECRUITING,2017-10-10,https://clinicaltrials.gov/study/NCT03268603,Intrathecal Autologous Adipose-derived Mesenchymal Stromal Cells for Amyotrophic Lateral Sclerosis (ALS)
ClinicalTrials.gov,NCT03272191,Ageless Regenerative Institute,INDUSTRY,United States,Liposuction and stem cell implantation,Subacute Myocardial Infarction,Cardiovascular,Stem Cell (Unspecified Type),,N/A (Device/Behavioral),WITHDRAWN,2016-09,https://clinicaltrials.gov/study/NCT03272191,Study to Assess Safety & Effects of Autologous ADSCs During Recovery Phase of ST-Elevation MI Effects of Autologous ADSC Implantation During Subacute Recovery Phase of ST-Elevation Myocardial Infarction
ClinicalTrials.gov,NCT03032783,Sidney Kimmel Comprehensive Cancer Center at Thomas Jefferson University,OTHER,United States,Total-Body Irradiation; Donor Lymphocyte Infusion; Cyclophosphamide; Tacrolimus; Mycophenolate Mofetil; Allogeneic Hematopoietic Stem Cell Transplantation,Hematopoietic and Lymphoid Cell Neoplasm,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,COMPLETED,2017-01-31,https://clinicaltrials.gov/study/NCT03032783,A Two Step Approach to Allogeneic Hematopoietic Stem Cell Transplantation for Patients With Hematologic Malignancies-Increasing GVT Effects Without Increasing Toxicity
ClinicalTrials.gov,NCT03531736,Memorial Sloan Kettering Cancer Center,OTHER,United States,Antithymocyte globulin (Rabbit); fludarabine; total body irradiation; cyclophosphamide; Rituxan; Allogeneic Hematopoietic Stem Cell Transplantation,Myeloid Diseases,Other / Unclassified,Cord Blood / HSC,,Phase 1,ACTIVE_NOT_RECRUITING,2018-05-09,https://clinicaltrials.gov/study/NCT03531736,T Cell Depleted Allogeneic Hematopoietic Stem Cell Transplantation Conditioned With a Reduced Intensity Regimen in Patients With Hematologic Malignancies and Aplastic Anemia
ClinicalTrials.gov,NCT01251172,National Cancer Institute (NCI),NIH,United States,Autologous Hematopoietic Stem Cell Transplantation; Gamma-Secretase Inhibitor RO4929097; Hematopoietic Stem Cell Mobilization; In Vitro-Treated Peripheral Blood Stem Cell Transplantation; Laboratory Biomarker Analysis; Melphalan,DS Stage I Plasma Cell Myeloma; DS Stage II Plasma Cell Myeloma; DS Stage III Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,WITHDRAWN,2010-12,https://clinicaltrials.gov/study/NCT01251172,RO4929097 After Autologous Stem Cell Transplant in Treating Patients With Multiple Myeloma
ClinicalTrials.gov,NCT05147701,The Foundation for Orthopaedics and Regenerative Medicine,OTHER,Antigua and Barbuda; Argentina,AlloRx,Eye Diseases; Retinitis Pigmentosa; Diabetic Retinopathy; Macular Degeneration; Traumatic Optic Neuropathy; Optic Atrophy,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1,RECRUITING,2022-02-01,https://clinicaltrials.gov/study/NCT05147701,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for NAION
ClinicalTrials.gov,NCT00514722,"University of California, San Francisco",OTHER,United States,umbilical cord stem cells,"Acute Myeloid Leukemia; Myelodysplasia; Acute Lymphoblastic Leukemia; Chronic Myelogenous Leukemia; Multiple Myeloma; Lymphoma, Large-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, T-Cell, Peripheral; T-NK Cell Lymphoma; Hodgkin Disease",Oncology / Hematologic Malignancy,Cord Blood / HSC,,N/A (Device/Behavioral),TERMINATED,2002-10,https://clinicaltrials.gov/study/NCT00514722,Pilot Study of Umbilical Cord Blood Transplantation in Adult Patient With Advanced Hematopoietic Malignancies
ClinicalTrials.gov,NCT05738629,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,China,Pluripotent Stem Cell-derived Mesenchymal Stem Cell Exosome (PSC-MSC-Exo) Eye Drops,Dry Eye Disease,Ophthalmologic,Mesenchymal Stem Cell (MSC),,Phase 1/2,UNKNOWN,2023-03,https://clinicaltrials.gov/study/NCT05738629,Safety and Efficacy of Pluripotent Stem Cell-derived Mesenchymal Stem Cell Exosome (PSC-MSC-Exo) Eye Drops Treatment for Dry Eye Diseases Post Refractive Surgery and Associated With Blepharospasm
ClinicalTrials.gov,NCT07113795,The Anorectal Center of Nanjing Hospital of Traditional Chinese Medicine,NETWORK,China,TCM dummy therapy combined with mesenchymal stem cell injection therapy; Dummy Line Therapy Group; MSC Group,Crohn&#39;s Disease With Perianal Fistulas,Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Early Phase 1,ENROLLING_BY_INVITATION,2022-07-01,https://clinicaltrials.gov/study/NCT07113795,Clinical Study on the Integration of Traditional Chinese Medicine Virtual Hanging Therapy With Mesenchymal Stem Cells for the Treatment of Crohn's Disease-Associated Anal Fistula.
ClinicalTrials.gov,NCT07177677,"Jiuzhitang Maker (Beijing) Cell Technology Co.,Ltd.",OTHER,,hBMMSC,Autism Spectrum Disorder,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1,NOT_YET_RECRUITING,2025-09-30,https://clinicaltrials.gov/study/NCT07177677,A Study of Mesenchymal Stem Cell in the Treatment of Autism Spectrum Disorder
ClinicalTrials.gov,NCT05401175,Chongqing University Cancer Hospital,OTHER,China,Autologous blood transfusion with haematopoietic stem cells,Cervical Cancer,Oncology / Hematologic Malignancy,Cord Blood / HSC,,N/A (Device/Behavioral),RECRUITING,2022-04-13,https://clinicaltrials.gov/study/NCT05401175,Hematopoietic Stem Cell-containing Autologous Blood Reinfusion for Bone Marrow Protection in Cervical Cancer Patients
ClinicalTrials.gov,NCT02416492,"SanBio, Inc.",INDUSTRY,United States; Japan; Ukraine,SB623 cells; Sham Control,Traumatic Brain Injury,Neurological,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2016-07-06,https://clinicaltrials.gov/study/NCT02416492,A Study of Modified Stem Cells in Traumatic Brain Injury (TBI)
ClinicalTrials.gov,NCT07604467,University Medical Centre Ljubljana,OTHER,Slovenia,,Tako Tsubo Cardiomyopathy; Microvascular Dysfunction; CD34+ Stem Cells; Heart Failure; Cardiac Contractility Recovery,Cardiovascular,Cord Blood / HSC,,Not Reported,RECRUITING,2021-09-06,https://clinicaltrials.gov/study/NCT07604467,The Role of CD34+ Stem Cells in the Pathogenesis of Takotsubo Syndrome
ClinicalTrials.gov,NCT06840275,Cell to Cure ApS,INDUSTRY,Denmark,Allogeneic adipose tissue-derived mesenchymal stem cells; Cryostor CS10,Non-Ischemic Heart Failure; Reduced Ejection Fraction Heart Failure,Cardiovascular,Mesenchymal Stem Cell (MSC),,Phase 2,WITHDRAWN,2026-03-01,https://clinicaltrials.gov/study/NCT06840275,ASCs in Recently Diagnosed Non-ischemic Heart Failure
